Texto;Etiquetado
Esperemos que pase pronto esto nuestra graduacion de titulacion esta pendiente 😢;Positivo
@yazuriballasco @mari_cielo23 @fiorella.ch26 nosotras muy pronto ❤️❤️;Positivo
Espero que se haga porque por algo pague 😒;Negativo
Dentro de 6 años;Neutro
@leidyjasminrodriguezflores mi Jas ❤️ lo Lograramos amiga, pase lo que pase llegaremos a nuestra meta, en el nombre de Jesus y con su ayuda !! 🙌😍;Positivo
@edita6769 manaa nosotra podemos <3;Positivo
@leidyjasminrodriguezflores mi Jas ❤️ lo Lograramos amiga, pase lo que pase llegaremos a nuestra meta, en el nombre de Jesus y con su ayuda !! 🙌😍;Positivo
@inggiancapillo muy pronto bro asi estaras;Positivo
Reprogramacion del calendario academico! Los que salen y los que no se estan movilizando por redes, difundiendo listas de desaparecidos, comunicandonos constantemente con nuestros compañeros. Asi no podemos estudiar @pucp;Negativo
SUSPENDAN LAS CLASES POR FAVOR;Negativo
@miavegas03 ASI ES QUE ESPERANNNN!;Negativo
SUSPENDEEEE TUS CLASES AuN HAY CHICOS DESAPARECIDOS;Negativo
Facilidades para sus estudiantes, cuidenlos;Negativo
@upcedu por no puedes ni siquiera manifestarte, es una vergüenza!;Negativo
Suspension de cases, ya! La salud mental de los estudiantes esta muy afectada. Nuestra concentracion y nivel de ansiedad sobre todo lo que esta ocurriendo en este momentos esta muy afectada.;Negativo
Reprogramacion 🖤;Negativo
Formalicenlo!!;Negativo
Es imposible leer, redactar, ensayar, practicar y todo tipo de accion academica para salvar los estudios bajo este contexto tan lamentable. SUSPENDAN O REPROGRAMEN las clases por favor, el Peru esta de luto y nos necesita concentrados en el al 100%.;Negativo
SUSPENDAN LAS CLASESSSSSSSS;Negativo
El dia de ayer nuestros compañeros salieron a ejercer su legitimo derecho a la protesta y no regresaron a casa. Lamentamos profundamente su perdida y nos solidarizamos con sus familias y con toda la poblacion que exige justicia en este contexto de represion social y conflicto politico.  Invoco a las autoridades de nuestra casa de estudios a solidarizarse tambien con nosotros. Hemos vivido una semana llena de incertidumbre que nos mantuvo atentos a la informacion, y demando de nosotros alzar la voz para defender a nuestra patria. En este sentido, desenvolver nuestras responsabilidades con normalidad ha sido imposible. Esperamos que se pueda hacer una pausa en el desarrollo del ciclo academico para que los estudiantes podamos seguir siendo parte de la historia. Cuando todo esto pase retornaremos al estudio, esperemos que con una realidad muy diferente, y dispuestos a desempeñar nuestra labor de estudiantes, para concentrar nuevamente nuestros esfuerzos en construir un pais diferente. Muchas gracias.;Negativo
Suspension de clases o Paro de estudiantes;Negativo
@dano263 yala;Positivo
@swanne.9 lee los comentarios;Neutro
PAIS DE LUTO;Positivo
��;Neutro
¡Suspension de clases! 🇵🇪✊;Negativo
Que los abogados investiguen a los involucrados de las muertes y heridos! Que la profesion sea luz en estos momentos!!;Negativo
ESTAMOS DE LUTO! POR UNOS DiAS NO SE VAN A MORIR SUSPEDAN LAS CLASES!!!;Negativo
Que no nos digan que las marchas son en vano. Que alzar nuestra voz con nuestros propios medios no suma. Que no nos digan que somos minoria. No fue por Vizcarra. No fue por un partido politico. No somos Movadef. Nosomos sendero luminoso, No somos terrucos amateur como se nos llamo por redes sociales. Somos todos ❤️🇵🇪;Negativo
Se deberian suspender las clases y entregas esta semana como muestra de solidaridad y empatia. #una_nota_serecupera_una_vida_no;Negativo
��;Positivo
@nicolediana.00;Neutro
Asi es;Positivo
Reprogramen las clases!! 🙏🏽;Negativo
Solo una semana por favor, re programacion del calendario;Negativo
��;Neutro
Como encontramos a los que aun no aparecen? Que podemos hacer?;Positivo
No olvidamos el alza de tus boletas, el nuevo reglamento unico, el encubrimiento de los casos de acoso!;Negativo
Qñ;Neutro
J;Neutro
��🏿🙌🏿🙌🏿🙌🏿🙌🏿🙌🏿🙌🏿🙌🏿;Positivo
"Somos egresados de la PUCP, nuestros principios lo fortalecimos en nuestra casa de estudios, saludamos la fortaleza de los estudiantes y egresados , que hacen llegar su voz de protesta a estos ""politicos"" arcaicos, estamos muy tristes y a la vez molestos que se pierdan vidas y se atente la integridad de la juventud, nuestra solidaridad y compromiso por siempre";Positivo
Te quiero pucp;Positivo
��;Neutro
@upao_peru;Neutro
@upao_peru;Neutro
@upao_peru 🙌;Positivo
Igualmente haremos protesta por la mala practica que realizan el area de ciencias sobre practicas y examenes virtuales que perjudican al alumno cuando hay temas que ni explican bien.;Negativo
��🖤🖤🖤;Neutro
��🙏🏼😢🙏🏼😢;Neutro
��😢😢😢;Neutro
Y todo el Peru esta de luto. Gloria y Honor para los 02 jovenes heroes de la democracia.;Positivo
Algo bueno tenias que hacer universidad de mierda!;Negativo
Al menos algo bueno hiciste;Negativo
Al menos algo bueno hiciste;Negativo
��;Positivo
��🏻;Neutro
��🙌🙌🙌;Positivo
Lo que necesita el Peru es mas educacion y suspenden 1 semana de clases... pero eso si, no devuelven o dejan de cobrar esa semana que no van a enseñar a los alumnos... vivazos ellos.;Negativo
AYuDENNOS, EXIGIMOS LA SUSPENSIoN DE CLASES UNA SEMANA, SE PUEDE RECUPERAR AUMENTAR UNA DEMSNA MaS AL FINAL DE CICLO, ESTAMOS EN CRISIS POLiTICA PORFAVOR;Negativo
AuN EXISTEN DESAPARECIDOS DE LA PUCP, PEDIMOS LA SUSPENSIoN DE 1 SEMANA POR EL BIENESTAR DE LA COMUNIDAD;Negativo
Aun hay desaparecidos de la universidad, asi no se pueden dar clases! Suspension por 1 semana;Negativo
Suspendan las clases por favor;Negativo
Reprogramacion del calendario academico por favor;Negativo
Espero que asi de amables se muestren cuando sus alumnos protesten contra ustedes y no vuelvan abrir las puertas de la universidad para que pasen los buses.;Negativo
@isil_pe para cuando;Negativo
Suspendan las clases y entregas, tenemos que dar todo por nuestro pais.;Negativo
Es insostenible estudiar ahora, solicitamos la suspension de clases por la siguiente semana.;Negativo
Suspendan clases esta semana, es demasiado;Negativo
Suspendan las clases por favor;Negativo
Suspendan las clasesssssssssss;Negativo
Paro estudiantil! , no se puede voltear la cara a la coyuntura de nuestro pais!;Negativo
Ya pero exigimos la suspension de clases por lo menos una semana;Negativo
@ximena_anicama @pucp @fepuc.pe;Neutro
¿En que momento se pronuncian? En que momento vemos tomar accion acerca de las practicas o temas de la universidad, en las cuales los alumnos no pueden concentrarse debido a la situacion critica del pais. NECESITAMOS EL RESPALDO DE NUESTRA PROPIA UNIVERSIDAD.;Negativo
@danielasilva207 calla vago , estudia nomas;Negativo
Por favor suspendan por lo menos las evaluaciones de esta semana, tenemos que salir!!!!;Negativo
Reprogramen el horario de clases por favor !!!!;Negativo
��😔;Neutro
��🖤🖤;Neutro
POR FAVOR SUSPENDAN LAS CLASES, TODO ESTO ES DEMASIADO;Negativo
Demuestren que estan de luto considerando el dolor de los estudiantes y que no tenemos cabeza para temas academicos. SUSPENDAN LAS CLASES 1 SEMANA;Negativo
��;Negativo
La situacion es muy critica por favor necesitamos apoyar a nuestros hermanos que han estado luchando estos dias y no nos fue posible por practicas o tareas, SOLO LES PEDIMOS UNA SEMANA DE PLAZO PARA PODER APOYAR ESTA CRISIS, QUE ES TAN IMPORTANTE COMO EL ESTUDIO, YA QUE NOS GENERA HUMANIDAD Y CARACTER;Negativo
El cuerpo estudiantil necesita salir a las calles, pedimos la reprogramacion academica. No ignoren los alumnos desaparecidos y heridos de nuestra comunidad PUCP;Negativo
SUSPENDAN CLASE;Negativo
Suspendan clases!!! 😭;Negativo
#carolinalizarragano;Neutro
Y que haran al respecto???;Negativo
POR LO MENOS UNA SEMANA DENNOS PARA PODER SERVIR A NUESTRA PATRIA, ESTO CONTINuA;Negativo
Esperemos no le vuelvan a dar chamba a D'Alessio, o aun queremos seguir siendo fuertes para hablar y tibios para actuar?;Negativo
��;Neutro
Suspendan las clases, en estos momentos todos debemos salir a las calles y manifestarnos 🙌🏽;Negativo
Al fin, un poco de humanidad carajo!!! La educacion, es un derecho dejen de pensar Q SOMOS UNA eLITE... como me dijeron cuando estudie Derecho alli. No somos mejor que nadie, pero y menos si no t importa el otro;Neutro
Pronunciense.;Negativo
"Suspenden las clases toda esta semana que viene. Debemos salir a las calles a apoyar. ""Llamamos una huelga estudiantil""
 A modo de protestas y solidaridad llamamos a una huelga estudiantil a todxs nuestrxs compañerxs.
Es insostenible realizar trabajos y atender a las clases mientras nos asesinan.
Por un presente y futuro mejor. @pucp escuchanos.";Negativo
Merino no va a entender este pronunciamiento 😂;Neutro
Cancelen las clases no sean tibios ps;Negativo
Suspendan las clases;Negativo
@usil  tu silencio es complice.;Negativo
Nuestra indignacion y frustracion hace que sea imposible concentrarnos en las clases, trabajos/ entregas. Por favor, suspendan o reprogramen las clases. Sean empaticos con nosotros, universidad humanista.;Negativo
��🖤;Neutro
Deberian de suspender las clases virtuales para poder ir a la marcha 👀;Negativo
��;Neutro
Suspension de clases!;Negativo
"🚨ENCUESTA FCI🚨
https://forms.gle/V53BrvSxxcYZETuj9";Neutro
Suspendan las clases y entregas, hacer trabajos es imposible en estos momentos!;Negativo
Suspendan las clases;Negativo
Suspendan las clases de esta semana, nuestro Pais esta sufriendo. Y no sean solo pantalla.;Negativo
SUSPENDAN LAS CLASES. NECESITAMOS PROTESTAR ¡!;Negativo
Suspendan las clases, no podemos ni dormir! @pucp;Negativo
@renzo_flores_v2002 ellos estuvieron apoyando compartiendo informacion;Positivo
@renzo_flores_v2002 desde el inicio amigo!;Positivo
@renzo_flores_v2002 si se pronunciaron antes;Positivo
@renzo_flores_v2002 siempre;Positivo
Ahi si no PUCP?;Negativo
@kazumi_oble_2206 🥺🥺🥺;Neutro
@lea_mayorga31 🥺🥺🥺;Neutro
Grande PUCP❤️❤️;Positivo
@rencarb11 @estefanybaca_ @kace_sophia16 @camilaluciana4559;Neutro
@suarezm06 calla vaga , valla a estudiar;Negativo
@forilucky No me callo nada. Han matado a dos personas, varios estan heridos y desaparecidos, que a ti no te afecte ya dice mucho de tu persona;Negativo
@suarezm06 encima nos manda a estudiar alguien que escribe “valla”. JAJAJA creo que la que debe ir a estudiar es otra persona 🤪🤡;Negativo
Si por favor!!;Positivo
@suarezm06 es insostenible seguir. 😔💔;Negativo
@suarezm06 y estudiar hasta la primera semana de enero del 2021?;Negativo
@marysteps15  en serio eso te preocupa?;Negativo
@suarezm06 ??? estoy consultando;Neutro
@marysteps15 Bien, me parece que los examenes finales son una semana antes de la semana de navidad, si se suspenden las clases de esta semana solo corre una semana mas en el calendario, no estudiariamos hasta enero.;Neutro
@suarezm06 xD los de la mayoria de universidades estan pidiendo ello;Neutro
Suspendan las clases de esta semana, no podemos mas;Negativo
Grande PUCP, que orgullo de mi Universidad 💪🏼;Positivo
No podemos concentrarnos asi, suspendan las clases por favor.;Negativo
@matheuzzmota pero hoy es domingo!!!!!;Neutro
@mariafe_bracamonte las clases del MBA;Neutro
Suspendan las clases de hoy!!;Negativo
��💔;Neutro
Asi es, todo el Peru esta de luto 🖤;Positivo
��;Neutro
:(;Neutro
@nayely.mamani.01;Neutro
La juventud del Peru esta de luto 💖;Neutro
@angeldorian_12 @pucp @fepuc.pe escuchanos ❤️💪🏻;Negativo
@angeldorian_12 concuerdo!;Positivo
@angeldorian_12ASI ES, hay varios desaparecidos;Positivo
@angeldorian_12 Apoyo completamente! 🙌;Positivo
@pucp @fepuc.pe;Neutro
Suspendan clases. Tenemos que salir todos a la calle!;Negativo
��;Neutro
��😢😢😢 Es muy doloroso;Negativo
Entiendo que no se deberian suspender las clases, pero por favor den mas facilidades para que los alumnos puedan desempeñarse mejor durante esta crisis 👍;Negativo
Suspendan las clases por esta semana;Negativo
@alexandrajusto DiA HISToRICO PARA TODO EL PERu, HAGAN ALGOOOOO;Negativo
@alexandrajusto DiA HISToRICO PARA TODO EL PERu, HAGAN ALGOOOOO;Negativo
SUSPENSIoN O REPROGRAMACIoN DEL CALENDARIO ACADeMICO!;Negativo
SUSPENDAN LAS CLASES!!!;Negativo
Suspendan las clase @cfee.gg.ll @eeggllpucp @pucp;Negativo
POR FAVOR SUSPENDAN LAS CLASES;Negativo
@pucp SUSPENDAN LAS CLASES, POR FAVOR!! AYUDENN A SUS ESTUDIANTES;Negativo
Estamos de luto, exigimos la suspension de las clases por 1 semana, en memoria a nuestros compañeros asesinados, heridos y desaparecidos. No podemos mas, pudimos ser cualquiera de nosotros, pudo ser cualquier alumno pucp;Negativo
Programacion de año academico !!!!;Negativo
El Peru esta de luto!!!;Positivo
Suspendan las  actividades de esta semana, no somos vagos señores! Sentimos lo que vive el pais, nos duele el corazon, estamos luchando por nuestra patria, ningun estudiante saldra bien en las evaluaciones de la semana.;Negativo
dejennos descansar si quiera un par de dias y poder ponernos al dia porque con toda esta carga nadie ha podido concentrarse como se debe;Negativo
Suspension o re programacion de las clases!!;Negativo
Suspendan las clases;Negativo
SUSPENDAN LAS CLASES, NO ES POSIBLE QUE TENGAMOS UNA SEMANA DE PRaCTICAS CUANDO PASA TODO ESTO, NO TENEMOS CABEZA!;Negativo
@usil;Neutro
Tmre;Negativo
@usmp_oficial Aprende;Negativo
@upcedu aprende.;Negativo
��🇪👏🏻;Positivo
@pucp PUCP 💙🖤;Positivo
@vale_st0201 :00000;Neutro
@confesionesupc_oficial;Neutro
@ulimaoficial;Neutro
Lo mas justo y respetuoso para esta nueva generacion ,nos esta demostrado cada dia que pasa lo tanto amor tienen a su patria;Positivo
��;Neutro
��👏👏;Positivo
@instituto_adex ?!!;Neutro
Gracias PUCP!!!;Positivo
@isil_pe;Neutro
@miluska.damacen;Neutro
Y CEC tambien ?;Neutro
Idiomas catolica tambien ?;Positivo
��👏👏;Positivo
@ulimaoficial;Neutro
@ulimaoficial;Neutro
No tengo ninguna relacion con la PUCP, pero gracias por los servicios prestados! Son un ejemplo de universidad en estos tiempos dificiles 🕊🇵🇪;Positivo
@mariafe_chumbiauca24;Neutro
@toulouselautrecperu;Neutro
Ya era hora! Los chicos estan  agotados! 👏;Negativo
Bravo🙏...Ellos sembraron la Semilla del Cambio ,de la Presencia del Estudiante en la realidad de nuestro Peru. . .*Dios los tenga en su Gloria*.🙏🙏🙏;Positivo
��👏🙏;Positivo
@ucatolicadesantamaria;Neutro
@ubausate No por un dia 🙄;Negativo
ORGULLOSO A MaS NO PODER!!! 🇵🇪💙;Positivo
QEPD Y DDG, las ALMITAS de los estudiantes universitarios fallecidos🙏.;Neutro
��🇪🤍;Positivo
��👏👏;Positivo
Grande PUCP;Positivo
��;Positivo
@ulimaoficial;Neutro
@maryluzlopezy tu univ no es la unica😁;Positivo
La PUCP actuando siempre tan consecuente 👏;Positivo
Muy bien estamos de luto por los dos jovenes, pregunto sera re programado las clases?,;Negativo
@l.l.l_l_l y losncuatro muertos posteriores?jajjaa ridicula;Negativo
Por eso me encantan ❤️ Esto es educacion.;Positivo
Mas que lutos, hagamos algo grande desde nuestras posiciones para que esto no se repita. Empeza do por un mea culpa... Que no enseñamos a los niños para tener estos adultos en  el congreso.;Negativo
Pero seguiran cobrandole al alumnado;Negativo
@upcedu;Neutro
��🙌🙌🙌🙌🙌🙌;Positivo
��🏻👏🏻👏🏻🖤❤️😔;Positivo
La reflexion y pensamiento del pais se inicia en casa y el colegio toda la etapa que alli concurre el estudiante.;Neutro
Gracias por las vacaciones jajaja aprovechare para ir de viaje;Positivo
��;Positivo
@ulimaoficial;Neutro
Son conscientes incitadores, directos, que lo llevaron a un camino sin retorno;Neutro
✊🏾🇵🇪;Positivo
@sofia_mujica_pardo para que no digas mucho texto;Negativo
��🖤🇵🇪;Positivo
@upn;Neutro
gracias;Positivo
@ulimaoficial;Neutro
�� 🇵🇪;Positivo
Algun comentario sobre su personal y profesor PIERRE FOY VALENCIA , sobre su desatinado comentario hacia LOS ASESINATOS DE LOS JOVENES EN LA MARCHA;Negativo
@upcedu ojala ustedes aprendieran a pensar en sus estudiantes tambien.;Negativo
@upn;Neutro
@marceloft15 la ulima pa cuando;Negativo
✊🏻🇵🇪;Positivo
Orgullosa por el apoyo de la PUCP ❤️;Positivo
@ulimaoficial;Neutro
��;Neutro
��🇪❤️;Positivo
@erikomar_rojas sociega tu alma y ora al padre como lo estamos haciendo en diferentes partes del mundo por Peru y toda la tierra. 🙏🌈;Neutro
"🇵🇪🚨🚨A seguir protestando ahora para:
-MERINO y CoMPLICES sean llevados a los TRIBUNALES ahora mismo ..!!
-Se pronuncie el TRIBUNAL CONSTITUCIONAL sobre la VACANCIA.
- EL CONGRESO elimine ya la INMUNIDAD PARLAMENTARIA...!!!";Negativo
��🇪;Positivo
@usmp_oficial que esperas??? @fcarrhh_usmp  que esperan!!???;Negativo
que bueno;Positivo
PUCP 💜;Positivo
@ulimaoficial  @ulimaoficial;Neutro
@upcedu  aprendan!;Negativo
❤️pucp;Positivo
@___mariagrazia :o;Neutro
@abelfap7;Neutro
@amaliaveliz1999 si;Neutro
Es cierto?;Positivo
��🏻👏🏻👏🏻👏🏻👏🏻;Positivo
que gran ejemplo!!;Positivo
@upcedu @generacion_upc;Neutro
@generacion_upc aprendan;Negativo
Aplaudo a una casa de estudios como ustedes , mis respetos.;Positivo
��;Neutro
Muy bien hecho felicitaciones;Positivo
@jhon_gs5;Neutro
��;Neutro
Orgullo mi PUCP ❤️;Positivo
Esto recien empieza. ¡Gracias PUCP!;Positivo
@usatenlinea que opinan?;Negativo
@danielli1298 x1299303298282;Neutro
@danielli1298 tambien hay luto por una semana en Idiomas Catolica, ya salio en su pagina oficial y posiblemente te hayan mandado un correo al respecto.;Positivo
@miguel.hs sisi gracias!;Positivo
Y ¿que pasa con Idiomas Catolica?;Negativo
��🏻👏🏻👏🏻 Que orgullo @pucp aunque no soy parte de la casa de estudios, me llena de alegria que una universidad tan reconocida, tenga una postura clara y brinde facilidades, y opciones a sus estudiantes.;Positivo
@universidadutp;Neutro
@valharumy :);Neutro
Gracias🖤🇵🇪🙌🏻;Positivo
Orgullosa de mi alma mater, aprende @upcedu asi se escribe, no hay tiempo para tibiezas;Positivo
��🇪;Positivo
Gracias PUCP. Hay muchisimos compañeros nuestros que se encuentran marchando. Estos dias han sido muy preocupantes para todos. 🤍;Positivo
Gracias Pucp,todas las universidades, institutos y escuela de educacion superior de nuestro pais deberian seguir este ejemplo. @upcedu @isil_pe @toulouselautrecperu @ulimaoficial @usmp_oficial @escueladebellasartesperu Gracias a los alcances de la virtualidad cualquier cronograma academico puede reacomodarse sin mayores contratiempos. Ahora todos, sin excepcion, debemos estar atentos y vigilantes ante lo que sucede en nuestro pais.;Positivo
Siempre orgullosa de ser PUCP❤️;Positivo
@sumedinadz x2;Neutro
@sumedinadz se va a aplazar las clases a la siguiente semana, en otras palabras: vas a seguir teniendo la misma cantidad de horas de clase solo que va a terminar el ciclo una semana despues de lo programado.;Neutro
@pucp en vista de la suspension academica de una semana asumo que haran el respectivo descuento en la boleta.;Negativo
@tereeesm;Neutro
@jyeny.rs 🙌🙌;Positivo
Gracias. Es un respiro a mi salud emocional;Positivo
@jdraffom;Neutro
Gracias ❤️;Positivo
@upcedu;Neutro
@kasandra_suset gracias;Neutro
@sergiovelardesarco;Neutro
��🖤🖤🇵🇪🇵🇪🇵🇪;Positivo
@nepthys.raine;Neutro
��🇵🇪;Positivo
Que orgullo mi PUCP ❤️;Positivo
#GinoCostaPresidente;Neutro
MI PUCP ❤️🥰;Positivo
@escuece_maca exacto ...es lo minimo vque hara el PUCP...;Negativo
@escuece_maca que!!!!! Que los boten!!;Negativo
Los han suspendido mientras dura su proceso disciplinario;Negativo
¿Y sacara a sus docentes que se han burlado de los muertos y la marcha?;Negativo
��;Neutro
@ucontinental;Neutro
��🇪⚫️⭕️;Neutro
��;Neutro
@lawes018;Neutro
Y las pensiones para cuando?;Negativo
❣;Positivo
Grande PUCP!!!👏🏻;Positivo
@rommeleduardotineoromero;Neutro
Una pregunta crentrum no es parte de la Pucp? Porque no aparece .. o son dos cosas diferentes? Empezamos x a casa verdad? Reconocer a otras entidades que son parte de la Pucp 🤨;Positivo
��🖤🖤🇵🇪;Positivo
campus?? que es eso? nunca fui;Neutro
@sammanthalozano  ciencias 😔;Positivo
��😭;Neutro
��😭;Neutro
@mariano7r10 claro tu sabes;Positivo
@da_niel202 primer dia clases vamos B);Positivo
@itabyuls cierto :(;Positivo
Faltaron mostrar las  canchas deportivas;Negativo
Si es que volvemos;Negativo
No me duele....me quema,  me lastima JPEG. 😭😭😭😭😭;Negativo
Deberian aprovechar de fumigar y quitar esa plaga de los arboles 😔;Negativo
PUCP la universidad que me cambio la vida y me hizo ser la mujer que soy hoy dia, que me dio el privilegio de educar en este mundo a 3 verdaderos seres humanos, los mas conscientes de tomar las mejores decisiones y de levantarse mas alto si se caen. Jamas me imagine que ellos continuarian dando servicio a la comunidad (aunque ya no interesen contar cuantas horas acumulan), los mas honestos y trabajadores, que saben que nunca se acaba de aprender, que uno no tiene porque sentirse menos de tener que pedir perdon, que las reglas son para ser cumplidas, que la puntualidad es respetar a las personas con quienes acordaste estar, que todo empieza con saber que todo lo que hagas o digas tiene una consecuencia y eso no se llama castigo .;Positivo
❤️;Positivo
Una buena universidad ❤️ y super exigente.;Positivo
@mateonovoadelmastro @fernandodiazmejia  @tuestap;Neutro
@bryangnr f :(;Neutro
❤️🖤;Positivo
@yaride.cuba lloro;Positivo
@yaride.cuba 😢😢;Neutro
@analulu_19 @flaviadiazf @coraly_escobar 🥺;Neutro
@luciasaldivarrr si tu solo has entrado pal examen de admision;Neutro
@brunovarass 😪😪😪;Neutro
@brunovarass bro 😪;Neutro
Amo deprimirme en los baños ❤️❤️;Positivo
@kajimajosweet1.7 ya volveremos🥺❤️;Positivo
@yamilet_huamani 😃 🌝;Positivo
Oh mi PUCP! 😍 Cuanto la extraño...cuanta falta me hace la Biblioteca 🙁;Positivo
PAREDoN!!! 💚💚;Positivo
@marielvillanuevae se extraña la U. 😭😭😭;Positivo
@rosse.cm19 @kevintullume :(;Neutro
@lizethoyos12 universidad que hasta ahora no piso 😔 ay amiga me bajonee;Positivo
@adrisalivela😔😔💔;Positivo
@claureyes244 tambien pastitos de arqui y nuestras bajonas en el kiosko de letras/sociales 😿;Positivo
@carolynenk comedor central 🥺 puerta de rivaguero 🥺;Positivo
@claureyes244 ya basta 🥺;Positivo
@carolynenk lloremos por las maquinas de cafe y las dispensadoras de derecho 🥺;Positivo
��😭💕;Positivo
@asdruemece super sad:(;Positivo
@samuel.melendez._ jamear en central, estudiar en cia pipipipi;Positivo
@samuel.melendez._ oe tmr :(;Negativo
Mi rincon cerca de la hemeroteca;Positivo
:((;Neutro
@goldentumi19 😢😢😢;Neutro
@goldentumi19 😢😢😢;Neutro
@karla_amp 😢;Neutro
@karla_amp Ayyyyyy que lindo nuestro campus;Positivo
@johana.amorosr @jahirah12 @claudia.rozu19 @kateab07 @danifernandezm_ 😭😭😭;Neutro
@johana.amorosr @jahirah12 @claudia.rozu19 @kateab07 @danifernandezm_ 😭😭😭;Neutro
@vale.1.v 😭;Neutro
��;Neutro
Solo estuve un semestre 2019-2 y ahora estoy a poco a de pasar a facultad 😢;Positivo
Biblioteca de sociales contigo @elizabeth.rq 😔💔;Positivo
Biblioteca de sociales contigo @elizabeth.rq 😔💔;Positivo
Gratos recuerdos de haber  laborado en la pucp. Facultad de arte (2013) modelo de arte.;Positivo
@guille_obregon_ @aastt97 @nicolas.acosta;Neutro
Me sentaria a comer una salchipapa en el tinkuy con mi niña, disfrutando el momento, mientras agradezco a Dios por permitir q mis hijos estudien ahi.;Positivo
Me sentaria a comer una salchipapa en el tinkuy con mi niña, disfrutando el momento, mientras agradezco a Dios por permitir q mis hijos estudien ahi.;Positivo
@aastt97 @guille_obregon_  fuimos 😞;Neutro
@wesleyrclomer ya no volveremos a ver la u creo 😭;Positivo
El comedor de ley 😍;Positivo
El comedor de ley 😍;Positivo
Voy a llorar ❤️😭😭😭;Positivo
@carla.fv cuando comias juntas 🥺;Positivo
@kiara_kc 🥺;Neutro
Ni bien volveria me gustaria ir por los parques y ver los atardeceres .. luego irme a bailar a DUP❤️;Positivo
Quiero volver ver los jardines de macgregor y educa :c;Positivo
@jjreyes123 ojala volvamos a poder entrar de nuevo al campus algun dia 😢😢;Positivo
@juanploayza mano gestion :c;Neutro
@alissonsantillanr 🥲🥲;Neutro
Buenas epocas caray!;Positivo
��;Positivo
Es bellisimo 😍;Positivo
��;Neutro
Te extraño mas que nunca y no se que hacer :(;Positivo
aw 💔;Positivo
@nanichavez_ 😢😢;Neutro
@ericksberru ❤️;Positivo
Teztraño;Positivo
Throwback :';Positivo
Casi me pongo a llorar viendo las fotos 😿;Positivo
Que buena camara tiene Dan Guillermo 👌;Positivo
Ow;Positivo
Comedor central 🙌🏻;Positivo
��😭😭;Neutro
@avilcap ya toca;Positivo
Una excursion por un sin parar centro liquido de fresa en mas tiempo del que tenemos @pepperman__ SIONO?;Positivo
Mi caminito, mis arboles... 💜;Positivo
Catito ❤️;Positivo
evaluen la semipresencialidad para los laboratorios!! 💔🥺;Negativo
@gabrielaoblitasb19 😢😢 ver esto me puso sad... quisiera estar ahi al menos 5 mins x.x;Positivo
La naturaleza siempre prevalece 😍💚;Positivo
Mira @whathappenedwithmatias 😂;Neutro
Como se extraña la Cato❤️;Positivo
Estaria bueno una visita guiada para los kchimbos covid v:;Neutro
Te extraño stansa😔;Positivo
¿El primer lugar que visitare? El CEO, naturalmente y las bibliotecas!!;Positivo
@la_pluie_tombe que sad xd, ya quiero volver al campus :'v;Positivo
PUCP❤️;Positivo
��;Neutro
�� extraño la biblioteca, el tinkuy, el tontodromo los fines de semana con menos gente y aunque ya llevo un tiempo de egresada, la universidad siempre era un lugar fijo de visita al menos un vez al mes.;Positivo
@richi_0608 que tiempos broer😢;Positivo
@cheloch1 mano nuestras caminatas hasta salir por minas):;Positivo
@macheeguzman extraño tanto 😢;Positivo
@macheeguzman lloro lloro LLORO;Positivo
@isa.riva.99 @nataliamolina934;Neutro
Sotano de biblioteca central;Positivo
@marga_ltm;Neutro
��😞;Neutro
@trilan14 de todaaa;Positivo
@christian_s.10 @javier.h98 @nicknickfy ni bien volvamos, go nexus;Positivo
Alguien mas cree que los arboles estan muy descuidados?;Negativo
Yo viendo que el sheriff tiene mejor celular que yo 👁️👄👁️;Neutro
Nunca en mi vida habia extrañado tanto las bibliotecas.;Positivo
@blanca.arcaya lloro🥺🥺;Positivo
@steflove18 esta dificil uwu;Neutro
Extraño todo, especialmente la biblioteca....;Positivo
Y los venados siguen guardados ?;Positivo
@esther.zagaceta espero que podamos volver a nuestro point😭;Positivo
@justrominaa_12 sadddd uu;Positivo
Cualquiera porque nunca tuve la oportunidad de estudiar presencialmente en la u 😔;Positivo
@duncan_lou06 por eso casi todos jalamos😞;Negativo
@milagros.millones jajajajaja la ptmr duele pero es cierto 🤣🤣;Negativo
@duncan_lou06 jajajajajaja yo pase todo mami;Positivo
@giancs09 mano el voley era todo;Positivo
@duncan_lou06  @milagros.millones  volveriamos a jugar voley😢;Positivo
��;Neutro
La universidad mas bonita 💛;Positivo
��😭😭;Neutro
Nostalgia al ver los jardines de la PUCP❤️;Positivo
Nunca he estado, pero es mejor esperar a que todo lo del covid acabe para volver seguros;Positivo
Wow que xevere ver todas las cosas que no se usan pero si se pagan;Negativo
esto duele :c Primero, quiero ir a Rotonda, luego a Sociales y tmb a Tinkuy :c;Positivo
esto duele :c Primero, quiero ir a Rotonda, luego a Sociales y tmb a Tinkuy :c;Positivo
��❤️;Positivo
@alex2509mo seguro en remodelacion (aunque lo dudo) 😢;Neutro
@alex2509mo ni hay facio;Neutro
@remylazaro_31.17 @paoloraeld10 @cristophercr18 @elwann4be y la PUCP Arena?😢;Neutro
La sala de Bloomberg! La Biblioteca central ! Amo mi PUCP ! ♥️;Positivo
@joseromanserna mano siento un dolorcito aqui en mi pecho :'(;Positivo
